customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,daily_charges,total_services_count
4760-thgot,0,0,0,1,0,43,1,1,fiber_optic,1,1,0,0,0,1,month-to-month,1,electronic_check,94.1,4107.3,3.09,6
4760-xohvn,1,0,0,1,1,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.45,19.45,0.64,1
4763-pgdpo,1,0,0,0,0,4,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic_check,70.4,281.0,2.31,2
4765-oxppd,1,0,0,1,1,9,1,0,dsl,1,1,1,1,0,0,month-to-month,0,mailed_check,65.0,663.05,2.14,6
4767-hzzhq,0,1,0,1,1,30,1,0,fiber_optic,0,1,1,0,0,0,month-to-month,0,bank_transfer_automatic,82.05,2570.2,2.7,4
4770-qazxn,0,0,0,0,0,13,1,0,no,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,19.45,232.1,0.64,1
4770-uezox,0,1,0,0,0,2,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic_check,74.75,144.8,2.46,3
4774-hhggs,0,1,0,1,0,30,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.05,637.55,0.63,1
4776-xskyq,0,0,0,1,1,12,0,0,dsl,0,0,0,1,0,0,one_year,0,credit_card_automatic,30.25,368.85,0.99,2
4778-izarl,0,1,0,1,0,63,1,0,fiber_optic,1,1,1,1,1,1,two_year,1,credit_card_automatic,110.1,6705.7,3.62,8
4779-zgick,0,1,0,1,1,48,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,23.55,1173.35,0.77,2
4781-zxygu,0,1,0,1,1,1,1,0,no,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,20.15,20.15,0.66,1
4782-osfxz,0,0,1,1,0,71,1,1,dsl,1,1,1,1,0,1,two_year,1,bank_transfer_automatic,82.7,5831.2,2.72,8
4785-fcifb,0,0,0,1,0,61,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,24.4,1417.9,0.8,2
4785-nkhcx,0,1,1,0,0,5,1,0,no,0,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,20.05,94.15,0.66,1
4785-qrjhc,1,1,1,1,0,46,0,0,dsl,0,1,1,1,1,1,one_year,1,bank_transfer_automatic,59.9,2816.65,1.97,6
4786-uksnz,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.2,20.2,0.66,1
4789-kwmxn,1,1,0,1,0,47,1,1,fiber_optic,1,0,1,1,1,1,one_year,1,credit_card_automatic,110.85,5275.8,3.64,8
4791-qrgmf,1,1,0,1,0,59,1,1,fiber_optic,0,0,1,0,1,1,one_year,1,bank_transfer_automatic,99.5,5961.1,3.27,6
4795-ktrth,1,0,1,1,0,5,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic_check,81.0,371.65,2.66,4
4795-uxvcj,0,1,0,0,0,26,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_automatic,19.8,457.3,0.65,1
4795-wrnvt,0,0,0,0,0,40,1,0,dsl,1,1,0,0,1,0,month-to-month,0,mailed_check,65.1,2586.0,2.14,5
4797-axpxk,1,0,0,0,1,1,1,0,dsl,1,1,0,1,0,0,month-to-month,1,electronic_check,60.0,60.0,1.97,5
4797-miwum,0,1,0,1,1,7,1,0,no,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,20.25,174.7,0.67,1
4800-czmpc,1,0,0,1,1,48,1,1,fiber_optic,1,1,0,0,1,1,one_year,1,credit_card_automatic,103.25,5037.55,3.39,7
4800-vhzki,1,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,19.9,19.9,0.65,1
4801-jzazl,0,0,0,1,1,11,0,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic_check,29.6,346.45,0.97,2
4801-kfykl,0,1,0,0,1,8,1,0,no,0,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,19.45,159.2,0.64,1
4803-axvyp,1,0,1,0,0,38,1,1,fiber_optic,0,0,0,1,1,1,month-to-month,1,electronic_check,99.55,3734.25,3.27,6
4803-lbypn,0,1,0,1,1,34,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.8,635.9,0.68,1
4804-ncpet,0,1,0,1,1,19,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.2,387.4,0.66,1
4806-dxqce,0,0,1,1,0,70,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,electronic_check,113.65,7714.65,3.73,9
4806-hipdw,1,0,0,1,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,68.95,68.95,2.27,2
4806-kexqr,1,1,0,0,0,4,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,79.9,324.3,2.63,3
4807-izyoz,0,0,0,0,0,51,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,20.65,1020.75,0.68,1
4808-ynleu,0,0,0,1,0,35,1,0,dsl,1,0,0,0,1,0,one_year,1,bank_transfer_automatic,62.15,2215.45,2.04,4
4811-jbuvu,0,1,0,0,0,30,1,1,fiber_optic,0,0,0,1,0,1,month-to-month,1,credit_card_automatic,89.9,2723.15,2.95,5
4813-hqmgz,0,0,0,1,0,8,1,1,fiber_optic,0,0,0,1,0,1,month-to-month,1,electronic_check,90.25,743.75,2.97,5
4815-gbtcd,0,0,0,1,0,4,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,25.15,99.95,0.83,1
4815-tumeq,0,0,0,0,0,10,1,0,no,0,0,0,0,0,0,one_year,1,mailed_check,19.3,185.2,0.63,1
4815-yosuk,0,1,0,1,1,72,1,1,fiber_optic,1,1,1,1,0,1,one_year,1,credit_card_automatic,104.9,7537.5,3.45,8
4816-jbhov,1,1,1,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,44.7,93.7,1.47,2
4816-lxzyw,1,0,0,0,0,23,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic_check,79.15,1676.95,2.6,4
4816-okwnx,0,1,0,1,1,50,1,0,fiber_optic,0,1,1,1,1,1,one_year,1,bank_transfer_automatic,103.4,5236.4,3.4,7
4817-keqsp,0,0,0,1,1,71,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,19.85,1326.35,0.65,1
4817-qrjsx,1,0,0,0,0,10,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,credit_card_automatic,81.0,818.05,2.66,4
4817-vyyws,1,0,0,0,0,30,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic_check,100.2,2983.8,3.29,6
4818-drbqt,1,1,0,1,0,29,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,bank_transfer_automatic,80.15,2265.25,2.63,4
4818-qiufn,1,0,1,0,0,20,1,1,fiber_optic,1,0,0,0,0,0,month-to-month,1,electronic_check,79.15,1520.9,2.6,4
4819-hjpiw,0,1,0,0,0,18,0,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,25.15,476.8,0.83,1
4821-sjhjv,0,0,0,1,1,32,1,1,fiber_optic,1,0,0,0,1,0,month-to-month,0,electronic_check,89.6,2901.8,2.94,5
4821-wqoyn,0,0,0,1,1,72,1,0,no,0,0,0,0,0,0,two_year,1,credit_card_automatic,20.1,1326.25,0.66,1
4822-lptyj,0,1,0,1,0,72,1,1,fiber_optic,0,1,1,0,1,1,two_year,1,bank_transfer_automatic,103.75,7346.2,3.41,7
4822-ngoch,1,0,0,0,0,13,1,1,fiber_optic,0,1,1,0,0,0,month-to-month,1,electronic_check,84.45,1058.6,2.77,5
4822-rvybb,1,1,1,0,0,8,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,100.6,819.4,3.31,6
4822-ycxmx,1,1,0,0,0,25,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,84.8,2043.45,2.79,4
4824-gucby,0,0,1,0,0,22,1,0,fiber_optic,1,1,0,0,0,0,month-to-month,0,electronic_check,81.7,1820.9,2.68,4
4825-furez,0,1,0,1,0,42,1,0,no,0,0,0,0,0,0,two_year,0,electronic_check,20.25,835.5,0.67,1
4825-xjgdm,0,0,0,0,0,61,0,0,dsl,1,1,1,1,0,0,one_year,0,credit_card_automatic,43.7,2696.55,1.44,5
4826-dxmup,0,1,0,0,1,35,1,0,dsl,0,0,0,1,1,1,one_year,1,mailed_check,72.1,2495.15,2.37,5
4826-tzeva,0,0,0,0,0,40,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,0,credit_card_automatic,74.8,2971.7,2.46,3
4826-xtsoh,1,1,1,1,0,1,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic_check,86.05,86.05,2.83,4
4827-dpadn,0,0,0,1,1,72,1,1,dsl,1,0,1,1,1,1,two_year,1,bank_transfer_automatic,83.3,6042.7,2.74,8
4827-ltqrj,0,0,1,1,1,66,1,1,fiber_optic,1,1,0,1,1,1,one_year,1,credit_card_automatic,110.6,7210.85,3.63,8
4827-usjhp,0,1,0,0,0,20,1,0,dsl,0,1,0,0,0,0,month-to-month,1,mailed_check,51.8,1023.85,1.7,3
4828-fazpk,0,0,0,1,1,16,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,credit_card_automatic,79.95,1267.95,2.63,4
4829-auoax,1,0,0,0,0,46,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,0,bank_transfer_automatic,96.05,4399.5,3.16,5
4829-zljtk,0,0,1,1,0,72,1,1,fiber_optic,1,1,1,0,1,1,two_year,1,electronic_check,112.4,8046.85,3.69,8
4830-faxfm,0,1,0,0,1,19,1,1,no,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,24.1,439.2,0.79,2
4831-eobfe,1,1,0,1,1,29,1,0,fiber_optic,1,0,0,0,1,1,month-to-month,0,credit_card_automatic,94.65,2649.15,3.11,5
4832-vrbmr,0,1,1,1,0,65,1,1,fiber_optic,0,1,1,0,1,1,one_year,1,bank_transfer_automatic,103.15,6792.45,3.39,7
4833-qtjno,0,1,1,1,0,67,1,1,fiber_optic,1,1,0,0,0,0,month-to-month,0,bank_transfer_automatic,83.85,5588.8,2.75,5
4835-ysjmr,0,1,0,0,0,39,1,0,dsl,0,0,0,1,0,0,two_year,1,bank_transfer_automatic,49.8,1971.15,1.64,3
4836-wnfno,0,0,0,1,0,72,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,25.0,1849.2,0.82,2
4837-pztic,0,0,0,0,0,47,0,0,dsl,1,0,1,1,0,0,two_year,0,mailed_check,41.9,1875.25,1.38,4
4837-qusft,0,0,0,1,0,65,1,1,fiber_optic,1,1,0,1,1,0,one_year,1,bank_transfer_automatic,100.15,6643.5,3.29,7
4840-orqxb,0,0,1,0,0,56,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,0,electronic_check,104.75,5841.35,3.44,7
4844-jjwuy,1,0,1,0,0,1,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,electronic_check,86.0,86.0,2.83,4
4846-whafz,1,0,1,1,0,37,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,76.5,2868.15,2.51,3
4847-qnoka,1,0,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,44.9,44.9,1.48,2
4847-tajyi,0,0,1,0,0,6,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,89.35,567.8,2.94,4
4849-pyrlq,0,0,1,0,0,56,1,1,dsl,1,0,1,1,0,1,two_year,0,bank_transfer_automatic,73.25,4054.2,2.41,7
4851-bqdnx,0,1,0,1,1,40,1,0,fiber_optic,0,0,1,0,1,0,one_year,1,electronic_check,85.05,3355.65,2.79,4
4853-oitsn,0,1,0,1,0,5,1,1,fiber_optic,1,0,0,0,0,1,month-to-month,1,electronic_check,89.15,413.25,2.93,5
4853-rulsv,1,1,0,0,0,70,1,1,fiber_optic,1,0,0,1,1,1,two_year,1,credit_card_automatic,104.0,7250.15,3.42,7
4854-cidcf,0,0,1,0,0,3,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,0,electronic_check,73.85,196.4,2.43,3
4854-ssltn,0,1,0,1,1,2,1,0,dsl,1,1,0,1,0,0,two_year,0,mailed_check,59.5,130.5,1.95,5
4855-snkmy,1,0,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,44.1,44.1,1.45,2
4859-zsrdz,0,0,0,1,1,58,0,0,dsl,0,0,1,1,1,1,two_year,1,credit_card_automatic,55.5,3166.9,1.82,5
4860-ijude,0,1,0,0,0,13,1,0,fiber_optic,1,0,0,0,0,0,month-to-month,1,credit_card_automatic,73.75,956.65,2.42,3
4860-yzgzm,0,1,0,0,0,10,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic_check,20.0,185.4,0.66,1
4868-aadlv,0,1,1,1,1,66,1,1,fiber_optic,1,1,1,1,1,1,one_year,1,electronic_check,116.25,7862.25,3.82,9
4869-epius,0,1,0,1,0,56,1,0,fiber_optic,0,0,0,0,0,1,one_year,1,electronic_check,80.9,4557.5,2.66,3
4871-jtkjf,1,0,1,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,69.65,69.65,2.29,2
4872-jcvca,0,0,0,1,0,71,0,0,dsl,1,1,1,1,0,0,two_year,1,bank_transfer_automatic,47.6,3377.8,1.56,5
4872-vxril,0,1,0,0,0,56,1,1,dsl,1,1,0,1,0,0,one_year,1,bank_transfer_automatic,64.65,3665.55,2.12,6
4873-ilolj,1,1,0,0,0,24,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,90.35,2238.5,2.97,4
4877-evatk,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.0,20.0,0.66,1
4877-tsoff,0,0,0,1,1,55,1,1,dsl,1,1,0,1,0,1,one_year,1,bank_transfer_automatic,75.75,4264.25,2.49,7
4878-bunfv,0,1,0,1,1,42,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.7,828.85,0.68,1
4879-gzlfh,0,0,0,1,1,42,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,92.15,3875.4,3.03,5
4881-gqjtw,0,1,0,0,0,14,1,0,no,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,19.6,300.4,0.64,1
4881-jvqod,0,1,1,1,1,10,0,0,dsl,0,0,0,0,0,1,month-to-month,1,bank_transfer_automatic,34.55,362.6,1.14,2
4883-kcpzj,0,0,0,1,1,22,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,25.25,555.4,0.83,2
4883-qicih,1,1,0,1,1,32,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,69.75,2347.9,2.29,2
4884-levmq,0,1,0,1,0,39,1,0,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,20.45,790.0,0.67,1
4884-tvuqf,0,0,1,0,0,57,1,1,fiber_optic,1,0,1,1,0,1,two_year,0,credit_card_automatic,101.3,5779.6,3.33,7
4884-zthvf,0,0,1,0,0,8,1,0,fiber_optic,0,1,0,0,1,0,month-to-month,1,electronic_check,87.1,713.6,2.86,4
4890-vmuav,0,1,0,0,0,63,1,1,dsl,1,1,1,1,0,0,one_year,0,electronic_check,71.5,4576.3,2.35,7
4891-nluba,0,0,0,1,1,61,0,0,dsl,0,1,1,1,1,1,two_year,1,bank_transfer_automatic,61.45,3751.15,2.02,6
4892-vlanz,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.8,19.8,0.65,1
4893-gyuju,0,0,0,0,0,50,1,0,no,0,0,0,0,0,0,one_year,1,mailed_check,19.35,1033.0,0.64,1
4895-tmwir,1,1,1,1,0,11,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.95,214.75,0.66,1
4896-cprpf,0,1,0,1,1,35,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,25.45,809.25,0.84,2
4897-qsuyc,1,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,20.15,20.15,0.66,1
4900-msomt,0,0,0,1,1,72,1,1,dsl,1,1,1,1,1,0,two_year,0,bank_transfer_automatic,80.2,5714.2,2.63,8
4902-ohlsk,1,0,1,0,0,29,1,1,fiber_optic,0,0,0,1,1,1,month-to-month,0,electronic_check,98.65,2862.75,3.24,6
4903-cnozc,0,1,0,0,0,29,1,1,dsl,0,1,1,0,0,1,one_year,0,credit_card_automatic,70.9,1964.6,2.33,6
4903-uyavb,1,1,0,1,0,5,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.35,126.05,0.64,1
4905-jefdw,1,1,0,0,0,11,0,0,dsl,0,0,1,0,1,0,one_year,1,electronic_check,41.6,470.6,1.37,3
4906-zhgpk,0,1,0,1,1,54,1,1,dsl,0,1,0,1,1,0,one_year,1,electronic_check,70.7,3770.0,2.32,6
4908-xaxay,0,0,1,0,0,49,1,0,fiber_optic,0,1,1,0,0,1,one_year,1,bank_transfer_automatic,89.85,4287.2,2.95,5
4909-joupp,0,1,1,1,0,72,1,1,fiber_optic,0,1,1,1,1,1,two_year,0,credit_card_automatic,109.7,7898.45,3.6,8
4910-aqffx,1,1,0,1,1,9,1,1,fiber_optic,0,0,1,0,0,0,month-to-month,1,bank_transfer_automatic,79.35,661.25,2.61,4
4910-gmjot,1,0,0,0,0,1,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,94.6,94.6,3.11,5
4911-banwh,1,0,0,0,1,31,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,credit_card_automatic,86.55,2697.4,2.84,4
4912-piguy,0,0,0,0,0,1,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic_check,84.6,84.6,2.78,4
4913-ehyui,1,1,1,1,1,56,1,1,fiber_optic,1,0,1,0,1,1,one_year,1,bank_transfer_automatic,104.55,5794.65,3.43,7
4915-bfsxl,0,1,0,1,1,70,1,1,dsl,1,0,1,0,1,0,two_year,0,credit_card_automatic,68.95,4858.7,2.27,6
4918-fyjnt,0,0,1,1,0,55,1,1,fiber_optic,0,1,1,1,0,0,month-to-month,0,electronic_check,90.45,5044.8,2.97,6
4918-qlliw,1,1,0,0,0,3,1,0,dsl,0,0,0,0,1,0,month-to-month,0,credit_card_automatic,53.4,188.7,1.75,3
4919-ikaty,1,1,0,1,1,5,1,1,fiber_optic,1,0,1,0,0,0,month-to-month,1,electronic_check,84.5,453.75,2.78,5
4919-moavt,1,1,0,0,1,3,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic_check,69.65,220.1,2.29,2
4922-cvpdx,0,0,0,1,0,26,1,0,dsl,0,1,1,0,1,1,two_year,1,credit_card_automatic,73.5,1905.7,2.41,6
4923-adwxj,0,0,0,0,0,25,1,0,dsl,0,1,0,1,0,1,month-to-month,1,bank_transfer_automatic,65.8,1679.65,2.16,5
4925-lmhok,1,1,0,0,0,15,1,1,dsl,0,1,0,1,0,0,month-to-month,1,credit_card_automatic,58.6,939.7,1.93,5
4926-umjzd,0,0,0,1,0,31,1,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed_check,49.2,1498.55,1.62,3
4927-wwooz,0,1,0,1,0,2,1,1,fiber_optic,0,0,1,0,1,0,month-to-month,1,electronic_check,91.45,171.45,3.0,5
4929-bstrx,1,0,0,0,0,1,1,0,dsl,0,0,0,0,1,0,month-to-month,1,mailed_check,53.55,53.55,1.76,3
4929-roart,0,1,0,0,0,18,1,1,dsl,1,0,0,0,0,0,month-to-month,0,mailed_check,56.25,969.85,1.85,4
4929-xihvw,0,1,1,1,0,2,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,credit_card_automatic,95.5,181.65,3.14,5
4931-trzwn,0,0,0,0,0,13,1,0,dsl,1,0,0,0,1,1,month-to-month,1,electronic_check,71.95,923.85,2.36,5
4933-bsaip,0,0,0,1,0,40,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.1,780.1,0.63,1
4933-ikulf,0,0,1,0,0,17,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.65,330.6,0.68,1
4936-ypjnk,0,0,0,0,0,10,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,19.9,199.45,0.65,1
4937-qpzpo,0,1,0,1,1,61,1,1,fiber_optic,0,0,1,0,1,1,one_year,1,electronic_check,99.9,6241.35,3.28,6
4939-kyypy,0,1,0,0,0,27,1,1,dsl,0,0,1,1,0,0,month-to-month,0,electronic_check,59.45,1611.65,1.95,5
4940-khcwd,0,0,0,1,0,60,0,0,dsl,1,1,0,1,0,0,two_year,0,bank_transfer_automatic,37.7,2288.7,1.24,4
4942-vzzom,0,1,0,1,0,64,1,1,dsl,1,0,0,0,1,0,one_year,1,credit_card_automatic,66.15,4392.5,2.17,5
4945-rvmte,0,0,0,0,0,28,1,0,dsl,0,0,1,0,1,0,month-to-month,1,bank_transfer_automatic,59.55,1646.45,1.96,4
4946-edsew,1,0,0,1,1,11,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,19.25,180.3,0.63,1
4947-dsmxk,0,1,0,1,1,34,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,bank_transfer_automatic,97.7,3410.0,3.21,6
4948-wbbkl,0,0,1,0,0,36,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,74.9,2659.45,2.46,3
4950-bdeux,0,1,0,0,0,35,0,0,dsl,0,0,1,0,1,1,month-to-month,0,electronic_check,49.2,1701.65,1.62,4
4950-hkqte,0,0,0,0,0,22,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,26.25,605.9,0.86,2
4951-ukaaq,1,0,0,0,0,4,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,1,electronic_check,88.95,355.2,2.92,5
4952-ysogz,1,0,0,1,1,4,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,85.95,381.3,2.82,4
4955-vcwbi,0,0,0,1,1,43,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.0,817.95,0.66,1
4957-sreec,0,1,0,1,1,70,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,20.35,1458.1,0.67,1
4957-tialw,0,0,0,0,1,15,1,0,dsl,1,1,1,1,0,0,one_year,0,credit_card_automatic,65.6,1010.0,2.16,6
4957-treir,0,1,0,0,0,3,1,0,dsl,1,0,0,1,1,0,month-to-month,1,credit_card_automatic,64.4,195.65,2.12,5
4958-gzwiy,1,1,0,1,1,7,1,0,dsl,0,0,1,0,0,0,month-to-month,0,electronic_check,48.7,340.25,1.6,3
4958-xcbdq,1,1,1,0,0,35,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,101.4,3496.3,3.33,6
4959-josrx,1,0,0,1,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,44.6,80.55,1.47,2
4962-chqpw,0,1,0,0,1,29,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.85,535.05,0.65,1
4967-wpncf,0,1,0,0,0,72,0,0,dsl,1,1,1,1,1,1,two_year,1,bank_transfer_automatic,63.7,4464.8,2.09,7
4971-puyqo,1,0,0,0,0,27,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,mailed_check,94.55,2724.6,3.11,5
4973-mgton,0,0,0,1,0,71,1,0,dsl,1,1,1,1,1,1,two_year,1,credit_card_automatic,84.4,5969.3,2.77,8
4973-rlzvi,0,0,0,0,0,30,1,0,dsl,1,1,1,1,1,0,one_year,0,credit_card_automatic,74.65,2308.6,2.45,7
4976-lnfvv,0,1,1,1,0,19,0,0,dsl,0,1,1,0,0,0,month-to-month,1,credit_card_automatic,34.3,577.15,1.13,3
4979-hprfl,0,1,0,1,1,56,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,24.15,1402.25,0.79,2
4980-urkxc,0,1,0,1,0,36,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,20.85,720.05,0.69,1
4981-fltmf,0,0,0,1,1,57,1,1,dsl,1,1,0,1,0,0,month-to-month,0,bank_transfer_automatic,65.2,3687.85,2.14,6
4983-ccwmc,0,1,0,0,0,3,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed_check,69.6,207.4,2.29,2
4983-clmlv,0,0,0,1,0,52,1,1,fiber_optic,0,1,0,1,1,1,month-to-month,1,credit_card_automatic,102.7,5138.1,3.37,7
4986-mxsfp,0,0,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,20.0,40.9,0.66,1
4987-gqwpo,0,1,0,0,0,17,0,0,dsl,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,25.1,382.8,0.82,1
4988-iqigl,1,1,1,0,0,1,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,75.35,75.35,2.48,3
4989-lixvt,0,1,1,0,0,68,1,1,fiber_optic,0,1,1,0,0,1,month-to-month,1,electronic_check,95.9,6503.2,3.15,6
4990-aldgw,0,1,0,0,0,57,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.75,1118.8,0.68,1
4992-ltjne,0,1,0,1,1,72,1,1,dsl,1,0,0,0,0,0,two_year,0,bank_transfer_automatic,55.3,3983.6,1.82,4
4993-jcrgj,0,1,0,0,0,26,1,1,fiber_optic,0,0,1,1,0,0,month-to-month,1,mailed_check,84.3,2281.6,2.77,5
4994-obrsz,0,1,0,0,1,14,1,0,dsl,1,1,1,1,0,1,two_year,0,bank_transfer_automatic,76.1,1054.8,2.5,7
4998-ikfse,0,0,0,0,0,30,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,0,electronic_check,100.45,3096.9,3.3,6
4999-iezlt,0,1,0,0,0,66,0,0,dsl,0,0,0,1,0,0,one_year,0,credit_card_automatic,29.45,1983.15,0.97,2
5002-gcqfh,0,1,0,1,0,49,1,1,fiber_optic,1,1,0,0,1,0,month-to-month,1,bank_transfer_automatic,93.85,4733.1,3.08,6
5003-oknnk,0,0,0,1,1,15,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_automatic,20.35,335.95,0.67,1
5003-xzwwo,0,1,0,1,0,71,1,1,dsl,0,1,1,1,1,1,two_year,0,credit_card_automatic,84.2,5956.85,2.77,8
5006-mxvrn,0,0,0,0,0,39,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,20.7,762.45,0.68,1
5010-ipeaq,0,0,0,1,1,67,0,0,dsl,1,1,1,1,1,0,two_year,0,credit_card_automatic,54.2,3623.95,1.78,6
5012-yspjj,0,1,0,1,1,31,1,0,dsl,0,0,1,1,0,0,month-to-month,0,mailed_check,54.35,1647.0,1.79,4
5013-sbuih,1,0,0,0,0,50,1,1,fiber_optic,1,1,0,1,1,1,two_year,1,electronic_check,109.65,5551.15,3.6,8
5014-gsouq,0,1,0,0,0,13,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.95,243.65,0.66,1
5014-wuqmg,0,1,0,1,1,47,1,0,fiber_optic,1,1,1,0,0,1,one_year,1,electronic_check,96.1,4391.45,3.16,6
5016-ettff,1,1,0,0,0,10,0,0,dsl,0,0,1,0,0,0,month-to-month,0,mailed_check,29.5,255.25,0.97,2
5016-iberq,0,1,0,1,0,23,1,1,fiber_optic,0,1,1,0,0,0,month-to-month,0,electronic_check,84.25,1968.1,2.77,5
